uuid,freq,date,source_name,source_filename,adm3_pcode,disease_icd10_code,disease_common_name,case_total
DPSRT008D1B,W,2020-11-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,9
DPSRT008D27,W,2020-11-30,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,10
DPSRT008D33,W,2020-12-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,5
DPSRT008D3F,W,2020-12-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,9
DPSRT008D4B,W,2020-12-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,10
DPSRT008D57,W,2020-12-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,2
DPSRT008D63,W,2021-01-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,17
DPSRT008D6F,W,2021-01-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,12
DPSRT008D7B,W,2021-01-18,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,7
DPSRT008D87,W,2021-01-25,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,4
DPSRT008D93,W,2021-02-01,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,5
DPSRT008D9F,W,2021-02-08,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,3
DPSRT008DAB,W,2021-02-15,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,9
DPSRT008DB7,W,2021-02-22,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,5
DPSRT008DC3,W,2021-03-01,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,9
DPSRT008DCF,W,2021-03-08,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,5
DPSRT008DDB,W,2021-03-15,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,11
DPSRT008DE7,W,2021-03-22,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,11
DPSRT008DF3,W,2021-03-29,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,7
DPSRT008DFF,W,2021-04-05,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,17
DPSRT008E0B,W,2021-04-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,8
DPSRT008E17,W,2021-04-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,8
DPSRT008E23,W,2021-04-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,8
DPSRT008E2F,W,2021-05-03,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,6
DPSRT008E3B,W,2021-05-10,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,0
DPSRT008E47,W,2021-05-17,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,11
DPSRT008E53,W,2021-05-24,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,6
DPSRT008E5F,W,2021-05-31,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,7
DPSRT008E6B,W,2021-06-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,4
DPSRT008E77,W,2021-06-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,8
DPSRT008E83,W,2021-06-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,13
DPSRT008E8F,W,2021-06-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,17
DPSRT008E9B,W,2021-07-05,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,21
DPSRT008EA7,W,2021-07-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,28
DPSRT008EB3,W,2021-07-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,11
DPSRT008EBF,W,2021-07-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,15
DPSRT008ECB,W,2021-08-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,15
DPSRT008ED7,W,2021-08-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,11
DPSRT008EE3,W,2021-08-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,5
DPSRT008EEF,W,2021-08-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,13
DPSRT008EFB,W,2021-08-30,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,11
DPSRT008F07,W,2021-09-06,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,9
DPSRT008F13,W,2021-09-13,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,8
DPSRT008F1F,W,2021-09-20,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,9
DPSRT008F2B,W,2021-09-27,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,11
DPSRT008F37,W,2021-10-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,8
DPSRT008F43,W,2021-10-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,19
DPSRT008F4F,W,2021-10-18,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,6
DPSRT008F5B,W,2021-10-25,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,8
DPSRT008F67,W,2021-11-01,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,9
DPSRT008F73,W,2021-11-08,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,8
DPSRT008F7F,W,2021-11-15,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,8
DPSRT008F8B,W,2021-11-22,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,5
DPSRT008F97,W,2021-11-29,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,9
DPSRT008FA3,W,2021-12-06,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,8
DPSRT008FAF,W,2021-12-13,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,3
DPSRT008FBB,W,2021-12-20,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,3
DPSRT008FC7,W,2021-12-27,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,3
DPSRT008FD3,W,2022-01-03,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,5
DPSRT008FDF,W,2022-01-10,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,14
DPSRT008FEB,W,2022-01-17,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,20
DPSRT008FF7,W,2022-01-24,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,11
DPSRT009003,W,2022-01-31,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,9
DPSRT00900F,W,2022-02-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,13
DPSRT00901B,W,2022-02-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,16
DPSRT009027,W,2022-02-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,6
DPSRT009033,W,2022-02-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,10
DPSRT00903F,W,2022-03-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,11
DPSRT00904B,W,2022-03-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,7
DPSRT009057,W,2022-03-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,12
DPSRT009063,W,2022-03-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,13
DPSRT00906F,W,2022-04-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,19
DPSRT00907B,W,2022-04-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,11
DPSRT009087,W,2022-04-18,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,24
DPSRT009093,W,2022-04-25,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,16
DPSRT00909F,W,2022-05-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,18
DPSRT0090AB,W,2022-05-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,40
DPSRT0090B7,W,2022-05-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,63
DPSRT0090C3,W,2022-05-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,80
DPSRT0090CF,W,2022-05-30,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,80
DPSRT0090DB,W,2022-06-06,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,116
DPSRT0090E7,W,2022-06-13,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,124
DPSRT0090F3,W,2022-06-20,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,144
DPSRT0090FF,W,2022-06-27,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,159
DPSRT00910B,W,2022-07-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,200
DPSRT009117,W,2022-07-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,240
DPSRT009123,W,2022-07-18,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,224
DPSRT00912F,W,2022-07-25,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,200
DPSRT00913B,W,2022-08-01,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,184
DPSRT009147,W,2022-08-08,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,128
DPSRT009153,W,2022-08-15,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,92
DPSRT00915F,W,2022-08-22,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,98
DPSRT00916B,W,2022-08-29,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,102
DPSRT009177,W,2022-09-05,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,90
DPSRT009183,W,2022-09-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,97
DPSRT00918F,W,2022-09-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,48
DPSRT00919B,W,2022-09-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,33
DPSRT0091A7,W,2022-10-03,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,43
DPSRT0091B3,W,2022-10-10,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,38
DPSRT0091BF,W,2022-10-17,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,48
DPSRT0091CB,W,2022-10-24,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,30
DPSRT0091D7,W,2022-10-31,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,28
DPSRT0091E3,W,2022-11-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,30
DPSRT0091EF,W,2022-11-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,26
DPSRT0091FB,W,2022-11-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,35
DPSRT009207,W,2022-11-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,33
DPSRT009213,W,2022-12-05,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,32
DPSRT00921F,W,2022-12-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,26
DPSRT00922B,W,2022-12-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,23
DPSRT009237,W,2022-12-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A90-A91,DENGUE FEVER,6
DPSRT009243,W,2008-01-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,5
DPSRT00924F,W,2008-01-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,3
DPSRT00925B,W,2008-01-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,1
DPSRT009267,W,2008-01-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,2
DPSRT009273,W,2008-02-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,3
DPSRT00927F,W,2008-02-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT00928B,W,2008-02-18,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,1
DPSRT009297,W,2008-02-25,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT0092A3,W,2008-03-03,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT0092AF,W,2008-03-10,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,3
DPSRT0092BB,W,2008-03-17,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,4
DPSRT0092C7,W,2008-03-24,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,2
DPSRT0092D3,W,2008-03-31,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,3
DPSRT0092DF,W,2008-04-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,1
DPSRT0092EB,W,2008-04-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT0092F7,W,2008-04-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT009303,W,2008-04-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT00930F,W,2008-05-05,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT00931B,W,2008-05-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,2
DPSRT009327,W,2008-05-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,1
DPSRT009333,W,2008-05-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,1
DPSRT00933F,W,2008-06-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,2
DPSRT00934B,W,2008-06-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,1
DPSRT009357,W,2008-06-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,1
DPSRT009363,W,2008-06-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,3
DPSRT00936F,W,2008-06-30,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,10
DPSRT00937B,W,2008-07-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,21
DPSRT009387,W,2008-07-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,9
DPSRT009393,W,2008-07-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,6
DPSRT00939F,W,2008-07-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,1
DPSRT0093AB,W,2008-08-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,1
DPSRT0093B7,W,2008-08-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT0093C3,W,2008-08-18,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,1
DPSRT0093CF,W,2008-08-25,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,1
DPSRT0093DB,W,2008-09-01,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,3
DPSRT0093E7,W,2008-09-08,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,13
DPSRT0093F3,W,2008-09-15,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,12
DPSRT0093FF,W,2008-09-22,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,5
DPSRT00940B,W,2008-09-29,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,3
DPSRT009417,W,2008-10-06,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,4
DPSRT009423,W,2008-10-13,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,4
DPSRT00942F,W,2008-10-20,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,4
DPSRT00943B,W,2008-10-27,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,1
DPSRT009447,W,2008-11-03,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,1
DPSRT009453,W,2008-11-10,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT00945F,W,2008-11-17,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT00946B,W,2008-11-24,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT009477,W,2008-12-01,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT009483,W,2008-12-08,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT00948F,W,2008-12-15,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT00949B,W,2008-12-22,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT0094A7,W,2008-12-29,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT0094B3,W,2009-01-05,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,5
DPSRT0094BF,W,2009-01-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,2
DPSRT0094CB,W,2009-01-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,3
DPSRT0094D7,W,2009-01-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,2
DPSRT0094E3,W,2009-02-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT0094EF,W,2009-02-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT0094FB,W,2009-02-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,1
DPSRT009507,W,2009-02-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,1
DPSRT009513,W,2009-03-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,3
DPSRT00951F,W,2009-03-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT00952B,W,2009-03-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,1
DPSRT009537,W,2009-03-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT009543,W,2009-03-30,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT00954F,W,2009-04-06,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT00955B,W,2009-04-13,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT009567,W,2009-04-20,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT009573,W,2009-04-27,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT00957F,W,2009-05-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT00958B,W,2009-05-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,1
DPSRT009597,W,2009-05-18,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,1
DPSRT0095A3,W,2009-05-25,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,4
DPSRT0095AF,W,2009-06-01,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,1
DPSRT0095BB,W,2009-06-08,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,4
DPSRT0095C7,W,2009-06-15,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,4
DPSRT0095D3,W,2009-06-22,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,2
DPSRT0095DF,W,2009-06-29,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,2
DPSRT0095EB,W,2009-07-06,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,3
DPSRT0095F7,W,2009-07-13,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,1
DPSRT009603,W,2009-07-20,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,2
DPSRT00960F,W,2009-07-27,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,3
DPSRT00961B,W,2009-08-03,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,7
DPSRT009627,W,2009-08-10,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,9
DPSRT009633,W,2009-08-17,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,27
DPSRT00963F,W,2009-08-24,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,16
DPSRT00964B,W,2009-08-31,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,13
DPSRT009657,W,2009-09-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,21
DPSRT009663,W,2009-09-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,25
DPSRT00966F,W,2009-09-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,23
DPSRT00967B,W,2009-09-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,14
DPSRT009687,W,2009-10-05,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,15
DPSRT009693,W,2009-10-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,27
DPSRT00969F,W,2009-10-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,22
DPSRT0096AB,W,2009-10-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,24
DPSRT0096B7,W,2009-11-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,7
DPSRT0096C3,W,2009-11-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,3
DPSRT0096CF,W,2009-11-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT0096DB,W,2009-11-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,3
DPSRT0096E7,W,2009-11-30,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT0096F3,W,2009-12-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT0096FF,W,2009-12-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,1
DPSRT00970B,W,2009-12-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,1
DPSRT009717,W,2009-12-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT009723,W,2010-01-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,1
DPSRT00972F,W,2010-01-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,0
DPSRT00973B,W,2010-01-18,PIDSR-DOH,City-weekly_2008-2022,PH063022000,A27,LEPTOSPIROSIS,2
