uuid,freq,date,source_name,source_filename,adm3_pcode,disease_icd10_code,disease_common_name,case_total
DPSRT0037A7,W,2015-11-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT0037B3,W,2015-11-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT0037BF,W,2015-11-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT0037CB,W,2015-11-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT0037D7,W,2015-11-30,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT0037E3,W,2015-12-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT0037EF,W,2015-12-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,3
DPSRT0037FB,W,2015-12-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003807,W,2015-12-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003813,W,2016-01-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,2
DPSRT00381F,W,2016-01-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT00382B,W,2016-01-18,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003837,W,2016-01-25,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,2
DPSRT003843,W,2016-02-01,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT00384F,W,2016-02-08,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT00385B,W,2016-02-15,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003867,W,2016-02-22,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003873,W,2016-02-29,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT00387F,W,2016-03-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT00388B,W,2016-03-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003897,W,2016-03-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT0038A3,W,2016-03-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,2
DPSRT0038AF,W,2016-04-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT0038BB,W,2016-04-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT0038C7,W,2016-04-18,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT0038D3,W,2016-04-25,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT0038DF,W,2016-05-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT0038EB,W,2016-05-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT0038F7,W,2016-05-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003903,W,2016-05-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT00390F,W,2016-05-30,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT00391B,W,2016-06-06,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003927,W,2016-06-13,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,2
DPSRT003933,W,2016-06-20,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT00393F,W,2016-06-27,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT00394B,W,2016-07-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003957,W,2016-07-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003963,W,2016-07-18,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT00396F,W,2016-07-25,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT00397B,W,2016-08-01,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003987,W,2016-08-08,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003993,W,2016-08-15,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT00399F,W,2016-08-22,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT0039AB,W,2016-08-29,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT0039B7,W,2016-09-05,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT0039C3,W,2016-09-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT0039CF,W,2016-09-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT0039DB,W,2016-09-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT0039E7,W,2016-10-03,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT0039F3,W,2016-10-10,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT0039FF,W,2016-10-17,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003A0B,W,2016-10-24,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003A17,W,2016-10-31,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,2
DPSRT003A23,W,2016-11-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003A2F,W,2016-11-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003A3B,W,2016-11-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003A47,W,2016-11-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003A53,W,2016-12-05,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003A5F,W,2016-12-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,2
DPSRT003A6B,W,2016-12-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,2
DPSRT003A77,W,2016-12-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003A83,W,2017-01-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,2
DPSRT003A8F,W,2017-01-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003A9B,W,2017-01-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003AA7,W,2017-01-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003AB3,W,2017-01-30,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003ABF,W,2017-02-06,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003ACB,W,2017-02-13,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,2
DPSRT003AD7,W,2017-02-20,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003AE3,W,2017-02-27,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003AEF,W,2017-03-06,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003AFB,W,2017-03-13,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003B07,W,2017-03-20,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003B13,W,2017-03-27,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003B1F,W,2017-04-03,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003B2B,W,2017-04-10,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003B37,W,2017-04-17,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003B43,W,2017-04-24,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003B4F,W,2017-05-01,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003B5B,W,2017-05-08,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003B67,W,2017-05-15,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003B73,W,2017-05-22,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003B7F,W,2017-05-29,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003B8B,W,2017-06-05,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003B97,W,2017-06-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003BA3,W,2017-06-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003BAF,W,2017-06-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003BBB,W,2017-07-03,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,2
DPSRT003BC7,W,2017-07-10,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003BD3,W,2017-07-17,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003BDF,W,2017-07-24,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003BEB,W,2017-07-31,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003BF7,W,2017-08-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003C03,W,2017-08-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003C0F,W,2017-08-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003C1B,W,2017-08-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003C27,W,2017-09-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003C33,W,2017-09-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003C3F,W,2017-09-18,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003C4B,W,2017-09-25,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,3
DPSRT003C57,W,2017-10-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003C63,W,2017-10-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003C6F,W,2017-10-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003C7B,W,2017-10-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,3
DPSRT003C87,W,2017-10-30,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003C93,W,2017-11-06,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003C9F,W,2017-11-13,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003CAB,W,2017-11-20,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003CB7,W,2017-11-27,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,2
DPSRT003CC3,W,2017-12-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003CCF,W,2017-12-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003CDB,W,2017-12-18,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003CE7,W,2017-12-25,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003CF3,W,2018-01-08,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003CFF,W,2018-01-15,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003D0B,W,2018-01-22,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003D17,W,2018-01-29,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003D23,W,2018-02-05,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003D2F,W,2018-02-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003D3B,W,2018-02-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003D47,W,2018-02-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003D53,W,2018-03-05,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003D5F,W,2018-03-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003D6B,W,2018-03-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003D77,W,2018-03-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003D83,W,2018-04-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003D8F,W,2018-04-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003D9B,W,2018-04-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003DA7,W,2018-04-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003DB3,W,2018-04-30,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003DBF,W,2018-05-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003DCB,W,2018-05-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003DD7,W,2018-05-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003DE3,W,2018-05-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003DEF,W,2018-06-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003DFB,W,2018-06-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003E07,W,2018-06-18,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003E13,W,2018-06-25,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003E1F,W,2018-07-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003E2B,W,2018-07-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003E37,W,2018-07-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003E43,W,2018-07-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003E4F,W,2018-07-30,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003E5B,W,2018-08-06,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003E67,W,2018-08-13,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003E73,W,2018-08-20,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003E7F,W,2018-08-27,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003E8B,W,2018-09-03,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003E97,W,2018-09-10,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003EA3,W,2018-09-17,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003EAF,W,2018-09-24,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003EBB,W,2018-10-01,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003EC7,W,2018-10-08,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003ED3,W,2018-10-15,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003EDF,W,2018-10-22,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003EEB,W,2018-10-29,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003EF7,W,2018-11-05,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003F03,W,2018-11-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003F0F,W,2018-11-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003F1B,W,2018-11-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003F27,W,2018-12-03,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003F33,W,2018-12-10,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003F3F,W,2018-12-17,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003F4B,W,2018-12-24,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003F57,W,2018-12-31,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003F63,W,2019-01-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003F6F,W,2019-01-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003F7B,W,2019-01-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003F87,W,2019-01-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT003F93,W,2019-02-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003F9F,W,2019-02-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003FAB,W,2019-02-18,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003FB7,W,2019-02-25,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003FC3,W,2019-03-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003FCF,W,2019-03-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003FDB,W,2019-03-18,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003FE7,W,2019-03-25,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003FF3,W,2019-04-01,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT003FFF,W,2019-04-08,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT00400B,W,2019-04-15,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT004017,W,2019-04-22,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT004023,W,2019-04-29,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT00402F,W,2019-05-06,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT00403B,W,2019-05-13,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT004047,W,2019-05-20,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT004053,W,2019-05-27,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT00405F,W,2019-06-03,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT00406B,W,2019-06-10,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT004077,W,2019-06-17,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT004083,W,2019-06-24,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT00408F,W,2019-07-01,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT00409B,W,2019-07-08,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT0040A7,W,2019-07-15,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT0040B3,W,2019-07-22,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT0040BF,W,2019-07-29,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT0040CB,W,2019-08-05,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT0040D7,W,2019-08-12,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT0040E3,W,2019-08-19,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT0040EF,W,2019-08-26,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT0040FB,W,2019-09-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT004107,W,2019-09-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT004113,W,2019-09-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT00411F,W,2019-09-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT00412B,W,2019-09-30,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT004137,W,2019-10-07,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT004143,W,2019-10-14,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT00414F,W,2019-10-21,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT00415B,W,2019-10-28,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT004167,W,2019-11-04,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT004173,W,2019-11-11,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT00417F,W,2019-11-18,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT00418B,W,2019-11-25,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT004197,W,2019-12-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT0041A3,W,2019-12-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT0041AF,W,2019-12-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT0041BB,W,2019-12-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT0041C7,W,2019-12-30,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT0041D3,W,2020-01-06,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,1
DPSRT0041DF,W,2020-01-13,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT0041EB,W,2020-01-20,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT0041F7,W,2020-01-27,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT004203,W,2020-02-03,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT00420F,W,2020-02-10,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT00421B,W,2020-02-17,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT004227,W,2020-02-24,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT004233,W,2020-03-02,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT00423F,W,2020-03-09,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT00424B,W,2020-03-16,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT004257,W,2020-03-23,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
DPSRT004263,W,2020-03-30,PIDSR-DOH,City-weekly_2008-2022,PH063022000,B15,HEPATITIS A,0
